Date,State,Infected,Recovered,Death
9/7/2020,Karnataka,28877,11876,470
10/7/2020,Karnataka,31105,12833,486
11/7/2020,Karnataka,33418,13836,543
12/7/2020,Karnataka,36216,14716,613
13-07-2020,Karnataka,38843,15409,684
14-07-2020,Karnataka,41581,16248,757
15-07-2020,Karnataka,44077,17390,842
16-07-2020,Karnataka,47253,18466,928
17-07-2020,Karnataka,51422,19729,1032
18-07-2020,Karnataka,55115,20757,1147
19-07-2020,Karnataka,59652,21775,1240
20-07-2020,Karnataka,63772,23065,1331
21-07-2020,Karnataka,67420,23795,1403
22-07-2020,Karnataka,71069,25459,1464
23-07-2020,Karnataka,75833,27239,1519
24-07-2020,Karnataka,80863,29310,1616
25-07-2020,Karnataka,85870,31347,1724
26-07-2020,Karnataka,90942,33750,1796
27-07-2020,Karnataka,96141,35838,1878
28-07-2020,Karnataka,101465,37685,1953
29-07-2020,Karnataka,107001,40504,2055
30-07-2020,Karnataka,112504,42901,2147
31-07-2020,Karnataka,118632,46694,2230
1/8/2020,Karnataka,124115,49788,2314
2/8/2020,Karnataka,129287,53648,2412
3/8/2020,Karnataka,134819,57725,2496
4/8/2020,Karnataka,139571,62500,2594
5/8/2020,Karnataka,145830,69272,2704
6/8/2020,Karnataka,151449,74679,2804
7/8/2020,Karnataka,158254,80281,2897
8/8/2020,Karnataka,164924,84232,2998
9/8/2020,Karnataka,172102,89238,3091
10/8/2020,Karnataka,178087,93908,3198
11/8/2020,Karnataka,182354,99126,3312
12/8/2020,Karnataka,188611,105599,3398
13-08-2020,Karnataka,196494,112633,3510
14-08-2020,Karnataka,203200,121242,3613
15-08-2020,Karnataka,211108,128182,3717
16-08-2020,Karnataka,219926,134811,3831
17-08-2020,Karnataka,226966,141491,3947
18-08-2020,Karnataka,233283,148562,4062
19-08-2020,Karnataka,240948,156949,4201
20-08-2020,Karnataka,249590,164150,4327
21-08-2020,Karnataka,256975,170381,4429
22-08-2020,Karnataka,264546,176942,4522
23-08-2020,Karnataka,271876,184568,4615
24-08-2020,Karnataka,277814,189564,4683
25-08-2020,Karnataka,283665,197625,4810
26-08-2020,Karnataka,291826,204439,4958
27-08-2020,Karnataka,300406,211688,5091
28-08-2020,Karnataka,309792,219554,5232
29-08-2020,Karnataka,318752,227018,5368
30-08-2020,Karnataka,327076,235128,5483
31-08-2020,Karnataka,335928,242229,5589
1/9/2020,Karnataka,342423,249467,5702
2/9/2020,Karnataka,351481,254626,5837
3/9/2020,Karnataka,361341,260913,5950
4/9/2020,Karnataka,370206,268035,6054
5/9/2020,Karnataka,379486,274196,6170
6/9/2020,Karnataka,389232,283298,6298
7/9/2020,Karnataka,398551,292873,6393
8/9/2020,Karnataka,404324,300770,6534
9/9/2020,Karnataka,412190,308573,6680
10/9/2020,Karnataka,421730,315433,6808
11/9/2020,Karnataka,430947,322454,6937
12/9/2020,Karnataka,440411,334999,7067
13-09-2020,Karnataka,449551,344556,7161
14-09-2020,Karnataka,459445,352958,7265
15-09-2020,Karnataka,467689,361823,7384
16-09-2020,Karnataka,475265,369229,7481
17-09-2020,Karnataka,484990,375809,7536
18-09-2020,Karnataka,494356,383077,7629
19-09-2020,Karnataka,502982,394026,7808
20-09-2020,Karnataka,511346,404841,7922
21-09-2020,Karnataka,519537,413452,8023
22-09-2020,Karnataka,526876,423377,8145
23-09-2020,Karnataka,533850,432450,8228
24-09-2020,Karnataka,540847,437910,8266
25-09-2020,Karnataka,548557,444658,8331
26-09-2020,Karnataka,557212,450302,8417
27-09-2020,Karnataka,566023,455719,8503
28-09-2020,Karnataka,575566,462241,8582
29-09-2020,Karnataka,582458,469750,8641
30-09-2020,Karnataka,592911,476378,8777
1/10/2020,Karnataka,601767,485268,8864
2/10/2020,Karnataka,611837,492412,8994
3/10/2020,Karnataka,620630,499506,9119
4/10/2020,Karnataka,630516,508495,9219
5/10/2020,Karnataka,640661,515782,9286
6/10/2020,Karnataka,647712,522846,9370
7/10/2020,Karnataka,657705,533074,9461
8/10/2020,Karnataka,668652,542906,9574
9/10/2020,Karnataka,679356,552519,9675
10/10/2020,Karnataka,690269,561610,9789
11/10/2020,Karnataka,700786,569947,9891
12/10/2020,Karnataka,710309,580054,9966
13-10-2020,Karnataka,717915,592084,10036
14-10-2020,Karnataka,726106,602505,10123
15-10-2020,Karnataka,735371,611167,10198
16-10-2020,Karnataka,743848,620008,10283
17-10-2020,Karnataka,751390,628588,10356
18-10-2020,Karnataka,758574,637481,10427
19-10-2020,Karnataka,765586,645825,10478
20-10-2020,Karnataka,770604,653829,10542
21-10-2020,Karnataka,776901,662329,10608
22-10-2020,Karnataka,782773,671618,10696
23-10-2020,Karnataka,788551,684835,10770
24-10-2020,Karnataka,793907,693584,10821
25-10-2020,Karnataka,798378,700737,10873
26-10-2020,Karnataka,802817,710843,10905
27-10-2020,Karnataka,805947,719558,10947
28-10-2020,Karnataka,809638,727298,10991
29-10-2020,Karnataka,812784,733558,11046
30-10-2020,Karnataka,816809,741219,11091
31-10-2020,Karnataka,820398,749740,11140
1/11/2020,Karnataka,823412,757208,11168
2/11/2020,Karnataka,827064,765261,11192
3/11/2020,Karnataka,829640,773595,11221
4/11/2020,Karnataka,832396,780735,11247
5/11/2020,Karnataka,835773,788780,11281
6/11/2020,Karnataka,838929,794503,11312
7/11/2020,Karnataka,841889,797204,11347
8/11/2020,Karnataka,844147,799439,11369
9/11/2020,Karnataka,846887,801799,11391
10/11/2020,Karnataka,848850,804485,11410
11/11/2020,Karnataka,851212,808700,11430
12/11/2020,Karnataka,853796,811581,11453
13-11-2020,Karnataka,855912,814949,11474
14-11-2020,Karnataka,857928,818392,11491
15-11-2020,Karnataka,860082,820590,11508
16-11-2020,Karnataka,861647,822953,11529
17-11-2020,Karnataka,862804,825141,11541
18-11-2020,Karnataka,864140,827241,11557
19-11-2020,Karnataka,865931,829188,11578
20-11-2020,Karnataka,867780,830988,11604
21-11-2020,Karnataka,869561,833169,11621
22-11-2020,Karnataka,871342,834968,11641
23-11-2020,Karnataka,873046,836505,11654
24-11-2020,Karnataka,874555,838150,11678
25-11-2020,Karnataka,876425,840099,11695
26-11-2020,Karnataka,878055,841432,11714
27-11-2020,Karnataka,879560,842499,11726
28-11-2020,Karnataka,881086,843950,11738
29-11-2020,Karnataka,882608,846082,11750
30-11-2020,Karnataka,883899,847612,11765
1/12/2020,Karnataka,884897,849821,11778
2/12/2020,Karnataka,886227,850707,11792
3/12/2020,Karnataka,887667,851690,11808
4/12/2020,Karnataka,889113,852584,11821
5/12/2020,Karnataka,890360,853461,11834
6/12/2020,Karnataka,891685,854861,11846
7/12/2020,Karnataka,893006,855750,11856
8/12/2020,Karnataka,894004,857351,11867
9/12/2020,Karnataka,895284,858370,11880
10/12/2020,Karnataka,896563,861588,11900
11/12/2020,Karnataka,897801,866664,11912
12/12/2020,Karnataka,899011,868471,11928
13-12-2020,Karnataka,900214,870002,11939
14-12-2020,Karnataka,901410,872038,11944
15-12-2020,Karnataka,902240,874202,11954
16-12-2020,Karnataka,903425,875796,11965
17-12-2020,Karnataka,904665,877199,11971
18-12-2020,Karnataka,905901,878696,11981
19-12-2020,Karnataka,907123,879735,11989
20-12-2020,Karnataka,908275,881882,12004
21-12-2020,Karnataka,909469,882944,12009
22-12-2020,Karnataka,910241,884205,12016
23-12-2020,Karnataka,911382,885341,12029
24-12-2020,Karnataka,912340,886547,12038
25-12-2020,Karnataka,913483,887815,12039
26-12-2020,Karnataka,914488,888917,12044
27-12-2020,Karnataka,915345,889881,12051
28-12-2020,Karnataka,916256,891095,12062
29-12-2020,Karnataka,916909,892273,12070
30-12-2020,Karnataka,917571,893617,12074
31-12-2020,Karnataka,918544,894834,12081
1/1/2021,Karnataka,919496,896116,12090
2/1/2021,Karnataka,920373,897200,12096
3/1/2021,Karnataka,921128,898176,12099
4/1/2021,Karnataka,921938,898919,12107
5/1/2021,Karnataka,922538,900202,12110
6/1/2021,Karnataka,923353,901579,12118
7/1/2021,Karnataka,924137,902817,12124
8/1/2021,Karnataka,924898,903629,12131
9/1/2021,Karnataka,925868,904286,12134
10/1/2021,Karnataka,926767,905158,12138
11/1/2021,Karnataka,927559,905751,12140
12/1/2021,Karnataka,928055,906548,12144
13-01-2021,Karnataka,928806,907729,12149
14-01-2021,Karnataka,929552,908494,12152
15-01-2021,Karnataka,929960,909058,12155
16-01-2021,Karnataka,930668,909701,12158
17-01-2021,Karnataka,931252,910377,12162
18-01-2021,Karnataka,931997,911232,12166
19-01-2021,Karnataka,932432,912205,12175
20-01-2021,Karnataka,933077,913012,12181
21-01-2021,Karnataka,933578,913677,12185
22-01-2021,Karnataka,934252,914492,12187
23-01-2021,Karnataka,934576,915382,12190
24-01-2021,Karnataka,935478,915924,12193
25-01-2021,Karnataka,936051,916325,12197
26-01-2021,Karnataka,936426,917361,12200
27-01-2021,Karnataka,936955,918099,12204
28-01-2021,Karnataka,937383,918859,12207
29-01-2021,Karnataka,937933,919503,12209
30-01-2021,Karnataka,938401,920110,12211
31-01-2021,Karnataka,938865,920657,12213
1/2/2021,Karnataka,939387,921122,12217
2/2/2021,Karnataka,939775,921592,12220
3/2/2021,Karnataka,940170,922004,12223
4/2/2021,Karnataka,940596,922437,12225
5/2/2021,Karnataka,941070,922907,12227
6/2/2021,Karnataka,941500,923377,12230
7/2/2021,Karnataka,942031,923811,12233
8/2/2021,Karnataka,942518,924304,12236
9/2/2021,Karnataka,942846,924654,12239
10/2/2021,Karnataka,943212,925167,12241
11/2/2021,Karnataka,943627,925489,12244
12/2/2021,Karnataka,944057,925829,12251
13-02-2021,Karnataka,944437,926234,12259
14-02-2021,Karnataka,944856,926664,12263
15-02-2021,Karnataka,945270,927150,12265
16-02-2021,Karnataka,945638,927580,12267
17-02-2021,Karnataka,946076,927924,12273
18-02-2021,Karnataka,946454,928461,12276
19-02-2021,Karnataka,946860,928767,12282
20-02-2021,Karnataka,947246,929058,12287
21-02-2021,Karnataka,947736,929447,12292
22-02-2021,Karnataka,948149,929800,12294
23-02-2021,Karnataka,948466,930087,12299
24-02-2021,Karnataka,948849,930465,12303
25-02-2021,Karnataka,949183,930778,12309
26-02-2021,Karnataka,949636,931725,12316
27-02-2021,Karnataka,950207,932367,12320
28-02-2021,Karnataka,950730,932747,12326
1/3/2021,Karnataka,951251,933097,12331
2/3/2021,Karnataka,951600,933421,12336
3/3/2021,Karnataka,952037,933730,12343
4/3/2021,Karnataka,952565,934143,12346
5/3/2021,Karnataka,953136,934639,12350
6/3/2021,Karnataka,953813,935066,12354
7/3/2021,Karnataka,954393,935421,12359
8/3/2021,Karnataka,955015,935772,12362
9/3/2021,Karnataka,955451,936250,12367
10/3/2021,Karnataka,956041,936616,12373
11/3/2021,Karnataka,956041,936616,12373
12/3/2021,Karnataka,956801,936947,12379
13-03-2021,Karnataka,958417,937898,12386
14-03-2021,Karnataka,959338,938890,12387
15-03-2021,Karnataka,960272,939499,12390
16-03-2021,Karnataka,961204,939928,12397
17-03-2021,Karnataka,962339,940489,12403
18-03-2021,Karnataka,963614,940968,12407
19-03-2021,Karnataka,965102,941309,12415
20-03-2021,Karnataka,966689,942178,12425
21-03-2021,Karnataka,968487,943208,12432
22-03-2021,Karnataka,970202,944256,12434
23-03-2021,Karnataka,971647,944917,12444
24-03-2021,Karnataka,973657,945594,12449
25-03-2021,Karnataka,975955,946589,12461
26-03-2021,Karnataka,978478,947781,12471
27-03-2021,Karnataka,981044,948988,12484
28-03-2021,Karnataka,983930,950167,12492
29-03-2021,Karnataka,987012,951452,12504
30-03-2021,Karnataka,989804,953416,12520
31-03-2021,Karnataka,992779,954678,12541
1/4/2021,Karnataka,997004,956170,12567
2/4/2021,Karnataka,1001238,957769,12585
3/4/2021,Karnataka,1006229,959400,12591
4/4/2021,Karnataka,1010602,961359,12610
5/4/2021,Karnataka,1015155,963419,12625
6/4/2021,Karnataka,1020434,965275,12657
7/4/2021,Karnataka,1026584,968762,12696
8/4/2021,Karnataka,1033560,971556,12731
9/4/2021,Karnataka,1040130,973949,12767
10/4/2021,Karnataka,1048085,977169,12813
11/4/2021,Karnataka,1055040,980519,12849
12/4/2021,Karnataka,1065290,983157,12889
13-04-2021,Karnataka,1074869,985924,12941
14-04-2021,Karnataka,1083647,992003,13008
15-04-2021,Karnataka,1094912,996367,13046
16-04-2021,Karnataka,1109650,999958,13112
17-04-2021,Karnataka,1124509,1003985,13190
18-04-2021,Karnataka,1141998,1009549,13270
19-04-2021,Karnataka,1161065,1014152,13351
20-04-2021,Karnataka,1176850,1021250,13497
21-04-2021,Karnataka,1198644,1025821,13646
22-04-2021,Karnataka,1222202,1032233,13762
23-04-2021,Karnataka,1247997,1037857,13885
24-04-2021,Karnataka,1274959,1046554,14075
25-04-2021,Karnataka,1304397,1055612,14283
26-04-2021,Karnataka,1339201,1062594,14426
27-04-2021,Karnataka,1368945,1073257,14627
28-04-2021,Karnataka,1400775,1084050,14807
29-04-2021,Karnataka,1439822,1095883,15036
30-04-2021,Karnataka,1474846,1110025,15306
1/5/2021,Karnataka,1523142,1124909,15523
2/5/2021,Karnataka,1564132,1143250,15794
3/5/2021,Karnataka,1601865,1164398,16011
4/5/2021,Karnataka,1646303,1185299,16250
5/5/2021,Karnataka,1690934,1210013,16538
6/5/2021,Karnataka,1741046,1236854,16884
7/5/2021,Karnataka,1790104,1255797,17212
8/5/2021,Karnataka,1838885,1284420,17804
9/5/2021,Karnataka,1886448,1319301,18286
10/5/2021,Karnataka,1934378,1351097,18776
11/5/2021,Karnataka,1973683,1383285,19372
12/5/2021,Karnataka,2013193,1405869,19852
13-05-2021,Karnataka,2053191,1440621,20368
14-05-2021,Karnataka,2088488,1474678,20712
15-05-2021,Karnataka,2130267,1510557,21085
16-05-2021,Karnataka,2171931,1544982,21434
17-05-2021,Karnataka,2203462,1581457,21837
18-05-2021,Karnataka,2242065,1616092,22313
19-05-2021,Karnataka,2272374,1674487,22838
20-05-2021,Karnataka,2306655,1724438,23306
21-05-2021,Karnataka,2335524,1776695,23854
22-05-2021,Karnataka,2367742,1829276,24207
23-05-2021,Karnataka,2398925,1891042,24658
24-05-2021,Karnataka,2424904,1926615,25282
25-05-2021,Karnataka,2450215,1983948,25811
26-05-2021,Karnataka,2472973,2022172,26399
27-05-2021,Karnataka,2499784,2062910,26929
28-05-2021,Karnataka,2523998,2094369,27405
29-05-2021,Karnataka,2546821,2146621,27806
30-05-2021,Karnataka,2567449,2189064,28298
31-05-2021,Karnataka,2587827,2217117,28679
1/6/2021,Karnataka,2604431,2261590,29090
2/6/2021,Karnataka,2618735,2290861,29554
3/6/2021,Karnataka,2635122,2312060,30017
4/6/2021,Karnataka,2653446,2336096,30531
5/6/2021,Karnataka,2669514,2358412,30895
6/6/2021,Karnataka,2683314,2383758,31260
7/6/2021,Karnataka,2695523,2409417,31580
8/6/2021,Karnataka,2707481,2436716,31920
9/6/2021,Karnataka,2717289,2460165,32099
10/6/2021,Karnataka,2728248,2480411,32291
11/6/2021,Karnataka,2739290,2496132,32485
12/6/2021,Karnataka,2747539,2511105,32644
13-06-2021,Karnataka,2757324,2532719,32788
14-06-2021,Karnataka,2765134,2551365,32913
15-06-2021,Karnataka,2771969,2566774,33033
16-06-2021,Karnataka,2777010,2581559,33148
17-06-2021,Karnataka,2784355,2599472,33296
18-06-2021,Karnataka,2790338,2610157,33434
19-06-2021,Karnataka,2796121,2625447,33602
20-06-2021,Karnataka,2801936,2637279,33763
21-06-2021,Karnataka,2806453,2645735,33883
22-06-2021,Karnataka,2811320,2654139,34025
23-06-2021,Karnataka,2815029,2662250,34164
24-06-2021,Karnataka,2819465,2668705,34287
25-06-2021,Karnataka,2823444,2678473,34425
26-06-2021,Karnataka,2826754,2684997,34539
27-06-2021,Karnataka,2831026,2691123,34654
28-06-2021,Karnataka,2834630,2698822,34743
29-06-2021,Karnataka,2837206,2704755,34836
30-06-2021,Karnataka,2840428,2719479,34929
1/7/2021,Karnataka,2843810,2732242,35040
2/7/2021,Karnataka,2847013,2746544,35134
3/7/2021,Karnataka,2849997,2760881,35222
4/7/2021,Karnataka,2852079,2768632,35308
5/7/2021,Karnataka,2853643,2773407,35367
6/7/2021,Karnataka,2856491,2779038,35434
7/7/2021,Karnataka,2859595,2784030,35526
8/7/2021,Karnataka,2862338,2787111,35601
9/7/2021,Karnataka,2864868,2790453,35663
10/7/2021,Karnataka,2867158,2793498,35731
11/7/2021,Karnataka,2869320,2796377,35779
12/7/2021,Karnataka,2871298,2798703,35835
13-07-2021,Karnataka,2872684,2801907,35896
14-07-2021,Karnataka,2874597,2804396,35944
15-07-2021,Karnataka,2876587,2806933,35989
16-07-2021,Karnataka,2878564,2810121,36037
17-07-2021,Karnataka,2880370,2812869,36079
18-07-2021,Karnataka,2882239,2816013,36121
19-07-2021,Karnataka,2883947,2818476,36157
20-07-2021,Karnataka,2885238,2821491,36197
21-07-2021,Karnataka,2886702,2824197,36226
22-07-2021,Karnataka,2888341,2826411,36262
23-07-2021,Karnataka,2889994,2828983,36293
24-07-2021,Karnataka,2891699,2831226,36323
25-07-2021,Karnataka,2893556,2833276,36352
26-07-2021,Karnataka,2894557,2834741,36374
27-07-2021,Karnataka,2896163,2836678,36405
28-07-2021,Karnataka,2897664,2838717,36437
29-07-2021,Karnataka,2899195,2840147,36456
30-07-2021,Karnataka,2901247,2841479,36491
31-07-2021,Karnataka,2903137,2843110,36525
1/8/2021,Karnataka,2905124,2844742,36562
2/8/2021,Karnataka,2906999,2846244,36587
3/8/2021,Karnataka,2908284,2847627,36612
4/8/2021,Karnataka,2909958,2849003,36650
5/8/2021,Karnataka,2911727,2850717,36680
6/8/2021,Karnataka,2913512,2852368,36705
7/8/2021,Karnataka,2915317,2854222,36741
8/8/2021,Karnataka,2916927,2855862,36773
9/8/2021,Karnataka,2918525,2857776,36793
10/8/2021,Karnataka,2919711,2859552,36817
11/8/2021,Karnataka,2921049,2861499,36848
12/8/2021,Karnataka,2922875,2863117,36881
13-08-2021,Karnataka,2924732,2865067,36911
14-08-2021,Karnataka,2926401,2866739,36933
15-08-2021,Karnataka,2928033,2868351,36958
16-08-2021,Karnataka,2929464,2869962,36979
17-08-2021,Karnataka,2930529,2871448,37007
18-08-2021,Karnataka,2931827,2873281,37039
19-08-2021,Karnataka,2933192,2874839,37061
20-08-2021,Karnataka,2934624,2876377,37088
21-08-2021,Karnataka,2936077,2877785,37105
22-08-2021,Karnataka,2937427,2879433,37123
23-08-2021,Karnataka,2938616,2880889,37145
24-08-2021,Karnataka,2939767,2882331,37155
25-08-2021,Karnataka,2941026,2884032,37184
26-08-2021,Karnataka,2942250,2885700,37206
27-08-2021,Karnataka,2943463,2886906,37231
28-08-2021,Karnataka,2944764,2888520,37248
29-08-2021,Karnataka,2945993,2889809,37261
30-08-2021,Karnataka,2947255,2891193,37278
31-08-2021,Karnataka,2948228,2892517,37293
1/9/2021,Karnataka,2949445,2893715,37318
2/9/2021,Karnataka,2950604,2894827,37339
3/9/2021,Karnataka,2951844,2896079,37361
4/9/2021,Karnataka,2953064,2897254,37380
5/9/2021,Karnataka,2954047,2898874,37401
6/9/2021,Karnataka,2955164,2900228,37409
7/9/2021,Karnataka,2956137,2901299,37426
8/9/2021,Karnataka,2956988,2902089,37441
9/9/2021,Karnataka,2958090,2903547,37458
10/9/2021,Karnataka,2959164,2904683,37462
11/9/2021,Karnataka,2960131,2905604,37472
12/9/2021,Karnataka,2960932,2906746,37487
13-09-2021,Karnataka,2961735,2907548,37504
14-09-2021,Karnataka,2962408,2908622,37517
15-09-2021,Karnataka,2962967,2909656,37529
16-09-2021,Karnataka,2964083,2910626,37537
17-09-2021,Karnataka,2964083,2910626,37537
18-09-2021,Karnataka,2965191,2911434,37555
19-09-2021,Karnataka,2967083,2913713,37587
20-09-2021,Karnataka,2967866,2914852,37603
21-09-2021,Karnataka,2968543,2916530,37627
22-09-2021,Karnataka,2969361,2917944,37648
23-09-2021,Karnataka,2970208,2918890,37668
24-09-2021,Karnataka,2971044,2919742,37683
25-09-2021,Karnataka,2971833,2920792,37706
26-09-2021,Karnataka,2972620,2921567,37717
27-09-2021,Karnataka,2973395,2922427,37726
28-09-2021,Karnataka,2973899,2923320,37746
29-09-2021,Karnataka,2974528,2924102,37763
30-09-2021,Karnataka,2975067,2924693,37780
1/10/2021,Karnataka,2976000,2925397,37794
2/10/2021,Karnataka,2976589,2926284,37807
3/10/2021,Karnataka,2977225,2927029,37811
4/10/2021,Karnataka,2977889,2927740,37819
5/10/2021,Karnataka,2978286,2928433,37832
6/10/2021,Karnataka,2978808,2929008,37845
7/10/2021,Karnataka,2979331,2929629,37854
8/10/2021,Karnataka,2979773,2930264,37861
9/10/2021,Karnataka,2980170,2930867,37866
10/10/2021,Karnataka,2980621,2932322,37875
11/10/2021,Karnataka,2981027,2932959,37885
12/10/2021,Karnataka,2981400,2933570,37895
13-10-2021,Karnataka,2981732,2934085,37906
14-10-2021,Karnataka,2982089,2934523,37916
15-10-2021,Karnataka,2982399,2934870,37922
16-10-2021,Karnataka,2982869,2935238,37931
17-10-2021,Karnataka,2983133,2935659,37937
18-10-2021,Karnataka,2983459,2936039,37941
19-10-2021,Karnataka,2983673,2936527,37953
20-10-2021,Karnataka,2984022,2936926,37967
21-10-2021,Karnataka,2984484,2937405,37976
22-10-2021,Karnataka,2984849,2937848,37984
23-10-2021,Karnataka,2985227,2938312,37995
24-10-2021,Karnataka,2985598,2938653,38002
25-10-2021,Karnataka,2985986,2939239,38007
26-10-2021,Karnataka,2986276,2939647,38017
27-10-2021,Karnataka,2986553,2939990,38024
28-10-2021,Karnataka,2986835,2940339,38037
29-10-2021,Karnataka,2987313,2940673,38054
30-10-2021,Karnataka,2987694,2940978,38061
31-10-2021,Karnataka,2988041,2941233,38071
1/11/2021,Karnataka,2988333,2941578,38082
2/11/2021,Karnataka,2988521,2941896,38084
3/11/2021,Karnataka,2988760,2942272,38089
4/11/2021,Karnataka,2989014,2942588,38091
5/11/2021,Karnataka,2989275,2942884,38095
6/11/2021,Karnataka,2989489,2943170,38102
7/11/2021,Karnataka,2989713,2943487,38107
8/11/2021,Karnataka,2989952,2943809,38112
9/11/2021,Karnataka,2990235,2944099,38118
10/11/2021,Karnataka,2990528,2944422,38122
11/11/2021,Karnataka,2990856,2944669,38131
12/11/2021,Karnataka,2991142,2944958,38138
13-11-2021,Karnataka,2991369,2945164,38140
14-11-2021,Karnataka,2991614,2945415,38143
15-11-2021,Karnataka,2991850,2945679,38145
16-11-2021,Karnataka,2992021,2945934,38146
17-11-2021,Karnataka,2992276,2946601,38153
18-11-2021,Karnataka,2992584,2946985,38161
19-11-2021,Karnataka,2992897,2947354,38165
20-11-2021,Karnataka,2993139,2947683,38169
21-11-2021,Karnataka,2993352,2948053,38174
22-11-2021,Karnataka,2993599,2948331,38175
23-11-2021,Karnataka,2993777,2948704,38177
24-11-2021,Karnataka,2994001,2949083,38182
25-11-2021,Karnataka,2994255,2949629,38185
26-11-2021,Karnataka,2994561,2949853,38187
27-11-2021,Karnataka,2994963,2950130,38193
28-11-2021,Karnataka,2995285,2950306,38196
29-11-2021,Karnataka,2995600,2950542,38198
30-11-2021,Karnataka,2995857,2950747,38203
1/12/2021,Karnataka,2996148,2951492,38211
2/12/2021,Karnataka,2996470,2951654,38213
3/12/2021,Karnataka,2996833,2951845,38216
4/12/2021,Karnataka,2997246,2952101,38220
5/12/2021,Karnataka,2997643,2952378,38224
6/12/2021,Karnataka,2998099,2952708,38230
7/12/2021,Karnataka,2998400,2953067,38237
8/12/2021,Karnataka,2998699,2953327,38243
9/12/2021,Karnataka,2999098,2953565,38249
10/12/2021,Karnataka,2999471,2953857,38253
11/12/2021,Karnataka,2999785,2954196,38255
12/12/2021,Karnataka,3000105,2954513,38257
13-12-2021,Karnataka,3000435,2954817,38261
14-12-2021,Karnataka,3000671,2955138,38268
15-12-2021,Karnataka,3000934,2955465,38275
16-12-2021,Karnataka,3001251,2955766,38277
17-12-2021,Karnataka,3001554,2956088,38279
18-12-2021,Karnataka,3001792,2956405,38282
19-12-2021,Karnataka,3002127,2956691,38287
20-12-2021,Karnataka,3002427,2956970,38288
21-12-2021,Karnataka,3002649,2957256,38290
22-12-2021,Karnataka,3002944,2957546,38295
23-12-2021,Karnataka,3003265,2957799,38299
24-12-2021,Karnataka,3003564,2958117,38301
25-12-2021,Karnataka,3003969,2958384,38305
26-12-2021,Karnataka,3004239,2958630,38309
27-12-2021,Karnataka,3004587,2958828,38312
28-12-2021,Karnataka,3004876,2959082,38316
29-12-2021,Karnataka,3005232,2959429,38318
30-12-2021,Karnataka,3005798,2959674,38324
31-12-2021,Karnataka,3006505,2959926,38327
1/1/2022,Karnataka,3007337,2960261,38335
2/1/2022,Karnataka,3008370,2960615,38340
3/1/2022,Karnataka,3009557,2960890,38346
4/1/2022,Karnataka,3010847,2961122,38351
5/1/2022,Karnataka,3013326,2961410,38355
6/1/2022,Karnataka,3017572,2961772,38357
7/1/2022,Karnataka,3022603,2962043,38358
8/1/2022,Karnataka,3031052,2962548,38362
9/1/2022,Karnataka,3039958,2963056,38366
10/1/2022,Karnataka,3051958,2963957,38370
11/1/2022,Karnataka,3063656,2965105,38374
12/1/2022,Karnataka,3078129,2966461,38379
13-01-2022,Karnataka,3099519,2968002,38389
14-01-2022,Karnataka,3124524,2970365,38397
15-01-2022,Karnataka,3153247,2973470,38411
16-01-2022,Karnataka,3186040,2977743,38418
17-01-2022,Karnataka,3220087,2983645,38431
18-01-2022,Karnataka,3247243,2991472,38445
19-01-2022,Karnataka,3288700,2999825,38465
20-01-2022,Karnataka,3329199,3023034,38486
21-01-2022,Karnataka,3376953,3045177,38515
22-01-2022,Karnataka,3425002,3063292,38537
23-01-2022,Karnataka,3467472,3098432,38563
24-01-2022,Karnataka,3517682,3121274,38582
25-01-2022,Karnataka,3564108,3162977,38614
26-01-2022,Karnataka,3605508,3216070,38666
27-01-2022,Karnataka,3654413,3257769,38705
28-01-2022,Karnataka,3692496,3325001,38754
29-01-2022,Karnataka,3723694,3396093,38804
30-01-2022,Karnataka,3757031,3465995,38874
31-01-2022,Karnataka,3785295,3495239,38942
1/2/2022,Karnataka,3809467,3526108,38998
2/2/2022,Karnataka,3823833,3587022,39056
3/2/2022,Karnataka,3844338,3627925,39137
4/2/2022,Karnataka,3860774,3672744,39197
5/2/2022,Karnataka,3875724,3713343,39250
6/2/2022,Karnataka,3887733,3739197,39300
7/2/2022,Karnataka,3896158,3758997,39347
8/2/2022,Karnataka,3902309,3775799,39396
9/2/2022,Karnataka,3906761,3794866,39447
10/2/2022,Karnataka,3912100,3811615,39495
11/2/2022,Karnataka,3917119,3825538,39534
12/2/2022,Karnataka,3921095,3836915,39575
13-02-2022,Karnataka,3924297,3845903,39613
14-02-2022,Karnataka,3926669,3851298,39640
15-02-2022,Karnataka,3928237,3857323,39665
16-02-2022,Karnataka,3929642,3863085,39691
17-02-2022,Karnataka,3931536,3868501,39715
18-02-2022,Karnataka,3933115,3873580,39738
19-02-2022,Karnataka,3934448,3878470,39757
20-02-2022,Karnataka,3935585,3882340,39777
21-02-2022,Karnataka,3936586,3884120,39795
22-02-2022,Karnataka,3937265,3886052,39816
23-02-2022,Karnataka,3938032,3887744,39845
24-02-2022,Karnataka,3938699,3889418,39866
25-02-2022,Karnataka,3939287,3891110,39885
26-02-2022,Karnataka,3939915,3892459,39900
27-02-2022,Karnataka,3940429,3893532,39919
28-02-2022,Karnataka,3940795,3894333,39936
1/3/2022,Karnataka,3941063,3895452,39950
2/3/2022,Karnataka,3941265,3896423,39957
3/3/2022,Karnataka,3941453,3897239,39969
4/3/2022,Karnataka,3941835,3897928,39979
5/3/2022,Karnataka,3942068,3898576,39985
